reviewId,userName,Review Teks,rating,thumbsUpCount,date
ae70c952-83f1-4102-83e3-24d79fc75d02,H1mh chanel,g kepake. masak gunung putri gda. apa udah g di anggap?,1,0,2026-06-09 15:02:03
abbaa84f-8453-4657-a088-1d11d1359292,Doni,ad ny asinan bogor pengurusan lebih praktis,5,1,2026-05-11 06:56:56
b73a5d0c-9484-4218-9282-7756b49eb93f,Egoy Kabir,sangat tidak membantu,1,0,2026-04-25 07:24:43
9f32a70e-ceaf-470b-aa5c-a2999e0be5fb,badriah solihin,terimakasih sudah dipermudah,5,1,2026-01-29 07:45:47
2676f200-403e-411e-8e2d-4f1345a1592b,Guntur Gusman,terima kasih pelayanan sangat membantu dengan aplikasi asinan,5,1,2026-01-22 01:45:38
919847e8-0a12-4f34-b372-156d61bb28c7,Ari Pratama Suganda Putra,Katanya Akses Instan!. #BebasAntri #TanpaRibet. Tapi Pengajuan Sudah 4 Hari Tidak Di Proses² Sama Sekali. Tolong Lah...,1,0,2025-10-30 00:36:31
c571ea6c-aa46-4630-ada8-9e78059de3c1,achmad zulfikar,alhamdulillah sangat membantu juga proses cepat,5,1,2025-10-06 01:30:26
49876b32-a059-4915-98c1-30e9476cdf4a,Masan Basri,sangat membantu dan proses cepat terimakasih untuk aplikasi ini semoga kedepannya lebih baik lagi,5,1,2025-09-23 10:56:27
ee2aa00e-4081-463d-bd47-a9e0df3194a6,justo doank,Sudah membuat permohonan dari aplikasi ini dan menunggu selama 2 hari tapi tak ada respon.,2,0,2025-08-05 10:36:31
d2fd103c-537a-45f1-b880-0e3e923f7400,Zhorsy Vrest,Terima kasih kelurahan pasirkuda bogor,5,0,2025-07-09 03:24:13
e4b1687a-611c-470a-b9e5-492399d5cb0c,valentina rahmawati,"Alhamdulillah, sangat memudahkan sekali",5,0,2025-06-22 12:02:24
7f2f5242-f58e-4821-be3c-63d25bc8715a,KOSASIH _SMPN 3 CIBUNGBULANG KAB. BOGOR,hebat,5,0,2025-06-20 06:19:52
c2aabd26-de3b-4f77-bca0-12325613bfbd,Baron Zeff,ok sip sangat membantu warga,5,0,2025-06-11 01:48:31
4035c61e-f434-44d0-abaf-3dbc6e180a1c,reny er,cepat responnya tapi dokumen tdk bisa diunduh,5,3,2025-04-23 15:51:17
